GENE	Sample1
LYSMD4	220
LYST	7332
LYVE1	147
LYZL1	0
LYZL2	0
LYZL4	0
LYZL6	0
LYZ	415
LZIC	392
LZTFL1	883
LZTR1	1386
LZTS1	164
LZTS2	867
M6PR	2419
MAB21L1	87
MAB21L2	248
MACC1	6015
MACROD1	112
MACROD2	718
MAD1L1	171
MAD2L1BP	209
MAD2L1	197
MAD2L2	289
MADCAM1	1
MADD	973
MAEA	931
MAEL	135
MAF1	1128
MAFA	3
MAFB	968
MAFF	788
MAFG	465
MAFK	367
MAF	664
MAGEA10	0
MAGEA11	2
MAGEA12	0
MAGEA1	0
MAGEA2	2
MAGEA3	0
MAGEA4	0
MAGEA6	8
MAGEA8	6
MAGEA9B	4
MAGEB10	7
MAGEB16	0
MAGEB18	0
MAGEB1	0
MAGEB2	0
MAGEB3	0
MAGEB4	0
MAGEB6	0
MAGEC1	0
MAGEC2	0
MAGEC3	2
MAGED1	5307
MAGED2	6191
MAGED4B	562
MAGED4	92
MAGEE1	101
MAGEE2	0
MAGEF1	524
MAGEH1	264
MAGEL2	2
MAGI1	2331
MAGI2	155
MAGI3	3820
MAGIX	45
MAGOHB	634
MAGOH	147
MAGT1	3079
MAG	1
MAK16	655
MAK	690
MAL2	2371
MALAT1	921842
MALL	747
MALT1	1266
MAL	2
MAMDC2	75
MAMDC4	299
MAML1	2375
MAML2	440
MAML3	509
MAMLD1	39
MAMSTR	14
MAN1A1	1443
MAN1A2	2527
MAN1B1	1680
MAN1C1	229
MAN2A1	1366
MAN2A2	1485
MAN2B1	901
MAN2B2	1940
MAN2C1	918
MANBAL	448
MANBA	907
MANEAL	375
MANEA	597
MANF	461
MANSC1	1214
MAOA	325
MAOB	326
MAP1A	330
MAP1B	3775
METAP1D	86
MAP1LC3A	199
MAP1LC3B2	58
MAP1LC3B	973
MAP1LC3C	86
MAP1S	431
MAP2K1	717
MAP2K2	824
MAP2K3	623
MAP2K4	1666
MAP2K5	533
MAP2K6	86
MAP2K7	919
MAP2	403
MAP3K10	135
MAP3K11	469
MAP3K12	331
MAP3K13	497
MAP3K14	453
MAP3K15	153
MAP3K1	14679
MAP3K2	1381
MAP3K3	850
MAP3K4	2225
MAP3K5	1697
MAP3K6	1532
MAP3K7	1554
MAP3K8	681
MAP3K9	528
MAP4K1	87
MAP4K2	131
MAP4K3	2359
MAP4K4	1873
MAP4K5	2174
MAP4	5295
MAP6D1	28
MAP6	40
MAP7D1	1083
MAP7D2	32
MAP7D3	197
MAP7	2259
MAP9	1904
MAPK10	83
MAPK11	293
MAPK12	477
MAPK13	576
MAPK14	2021
MAPK15	340
MAPK1IP1L	2687
MAPK1	4834
MAPK3	425
MAPK4	9
MAPK6	3555
MAPK7	252
MAPK8IP1	281
MAPK8IP2	196
MAPK8IP3	990
MAPK8	416
MAPK9	2070
MAPKAP1	1668
MAPKAPK2	4095
MAPKAPK3	626
MAPKAPK5	706
MAPKBP1	674
LAMTOR3	811
MAPRE1	1861
MAPRE2	697
MAPRE3	144
MAPT	1939
MARCH10	8
MARCH11	0
MARCH1	233
MARCH2	559
MARCH3	350
MARCH4	109
MARCH5	643
MARCH6	7851
MARCH7	4886
MARCH8	712
MARCH9	195
MARCKSL1	2255
MARCKS	1960
MARCO	22
MARK1	183
MARK2	803
MARK3	1800
MARK4	507
MARS2	265
MARS	1815
MARVELD1	159
MARVELD2	1716
MARVELD3	422
MAS1L	0
MAS1	1
MASP1	48
MASP2	139
MAST1	225
MAST2	1426
MAST3	380
MAST4	3449
MASTL	449
MAT1A	104
MAT2A	7956
MAT2B	1071
MATK	96
MATN1	14
MATN2	457
MATN3	134
MATN4	0
MATR3	13390
MAVS	4885
MAX	799
MAZ	1920
MBD1	1199
MBD2	1195
MBD3L1	0
MBD3L2	0
MBD3L5	0
MBD3	758
MBD4	1063
MBD5	745
MBD6	759
MBIP	210
MBL1P	25
MBL2	0
MBLAC1	20
MBLAC2	221
MBNL1	5263
MBNL2	4678
MBNL3	340
MBOAT1	1512
MBOAT2	622
MBOAT4	21
MBOAT7	1050
MBP	373
MBTD1	1732
MBTPS1	2370
MBTPS2	792
MB	171
MC1R	139
MC2R	39
MC3R	0
MC4R	4
MC5R	0
MCAM	755
SLC25A51	854
SLC25A52	73
SLC25A53	175
MCAT	192
MCCC1	825
MCCC2	3568
MCCD1	4
MCC	1573
MCEE	329
MCF2L2	111
MCF2L	1310
MCF2	8
MCFD2	4835
MCHR1	1
MCHR2	25
MCL1	17205
MCM10	149
MCM2	260
MCM3AP-AS1	179
MCM3AP	2882
MCM3	1270
MCM4	1514
MCM5	323
MCM6	702
MCM7	926
MCM8	1047
MCM9	601
MCOLN1	340
MCOLN2	185
MCOLN3	128
MCPH1	1373
MCRS1	749
MCTP1	530
MCTP2	1230
MCTS1	2441
MDC1	908
MDFIC	1538
MDFI	150
MDGA1	25
MDGA2	53
MDH1B	103
MDH1	813
MDH2	1195
MDK	145
MDM1	541
MDM2	5372
MDM4	11261
MDN1	5014
MDP1	194
ME1	22
ME2	475
ME3	307
MEA1	383
MEAF6	654
MECOM	1010
MECP2	1537
MECR	577
MED10	214
MED11	120
MED12L	604
MED12	1481
MED13L	8886
MED13	6352
MED14	1536
MED15	984
MED16	791
MED17	591
MED18	776
MED19	130
MED1	2102
MED20	397
MED21	613
MED22	611
MED23	2816
MED24	859
MED25	294
MED26	229
MED27	583
MED28	1091
MED29	1100
MED30	85
MED31	65
MED4	837
MED6	585
MED7	316
MED8	525
MED9	239
MEF2A	2048
MEF2B	39
MEF2C	641
MEF2D	1810
MEFV	373
MEG3	98
MEG8	4
MEGF10	22
MEGF11	163
MEGF6	1000
MEGF8	1246
MEGF9	5306
MEI1	184
MEIG1	3
MEIS1	490
MEIS2	484
MEIS3	707
MELK	263
MEMO1	1405
MEN1	259
MEOX1	127
MEOX2	105
MEP1A	0
MEP1B	15
MEPCE	858
MEPE	2
MERTK	348
MESDC1	648
MESDC2	1127
MESP1	17
MESP2	6
MEST	1252
METAP1	1051
METAP2	804
METRNL	382
METRN	630
METTL16	1555
METTL17	474
METTL15	1656
METTL10	712
NTMT1	180
METTL11B	0
METTL12	208
METTL13	1773
METTL14	585
METTL1	173
METTL2A	1247
METTL2B	1345
METTL3	1141
METTL4	456
METTL5	360
METTL6	888
METTL7A	2408
METTL7B	1
METTL8	1372
METTL9	1242
MET	531
MEX3A	148
MEX3B	364
MEX3C	1563
MEX3D	819
MFAP1	403
MFAP2	120
MFAP3L	535
MFAP3	2600
MFAP4	1639
MFAP5	149
MFF	1039
MFGE8	755
MFHAS1	641
MFI2	69
MFN1	1660
MFN2	2078
MFNG	104
MFRP	175
MFSD10	850
MFSD11	658
MFSD1	931
MFSD2A	161
MFSD2B	26
MFSD3	140
MFSD4	183
MFSD5	227
MFSD6L	10
MFSD6	1910
MFSD7	58
MFSD8	772
MFSD9	142
MGAM	2914
MGAT1	2446
MGAT2	615
MGAT3	41
MGAT4A	2208
MGAT4B	1370
MGAT4C	6
MGAT5B	10
MGAT5	1033
MGA	4525
FOXD2-AS1	18
FAM222A-AS1	50
MIR503HG	0
TUBA3FP	245
GLIDR	500
LINC00638	111
SNAI3-AS1	158
C7orf62	20
CENPBD1P1	982
MZB1	85
NIM1K	10
LINC00626	1
C8orf82	209
STEAP1B	13
MGEA5	6069
MGLL	736
MGMT	293
MGP	10160
MGRN1	1569
MGST1	1493
MGST2	247
MGST3	301
MIA2	0
MIA3	8660
MIAT	293
MIA	31
MIB1	6779
MIB2	430
MICAL1	276
MICAL2	1406
MICAL3	2036
MICALCL	127
MICALL1	357
MICALL2	583
MICB	362
MID1IP1	518
MID1	583
MID2	657
MIDN	2834
MIER1	2343
MIER2	265
MIER3	2073
MIF4GD	212
MIF	2466
MIIP	265
MIMT1	0
MINA	1286
MINK1	1271
MINPP1	264
MIOS	694
MIOX	4
MIPEP	703
MIPOL1	41158
MIP	1
MIR155HG	48
MIR17HG	129
MIS12	705
MITD1	177
MITF	563
MIXL1	0
NIFK	499
MKI67	1596
MKKS	675
MKL1	920
MKL2	4491
MKLN1	6425
MKNK1	352
MKNK2	3539
MKRN1	2397
MKRN2	641
MKRN3	38
MKS1	296
MKX	40
MLANA	229
MLC1	33
MLEC	8927
CENPU	279
MLF1	322
MLF2	1256
MLH1	875
MLH3	1867
MLKL	185
KMT2D	3843
KMT2C	13849
KMT2B	1069
KMT2E	4164
MLLT10	1454
MLLT11	64
MLLT1	782
MLLT3	502
MLLT4	7992
MLLT6	4536
KMT2A	3995
MLNR	2
MLN	0
MLPH	9978
MLST8	365
MLXIPL	231
MLXIP	964
MLX	412
MLYCD	180
MMAA	612
MMAB	569
MMACHC	355
MMADHC	996
MMD2	108
MMD	125
MMEL1	28
MME	79
MMGT1	745
MMP10	1
MMP11	98
MMP12	0
MMP13	2
MMP14	1160
MMP15	448
MMP16	43
MMP17	39
MMP19	504
MMP1	11
MMP20	0
MMP21	6
MMP23B	80
MMP24	290
MMP25	33
MMP26	5
MMP27	0
MMP28	5
MMP2	1909
MMP3	99
MMP7	35
MMP8	4
MMP9	14
MMRN1	1478
MMRN2	991
MMS19	1199
MN1	294
MNAT1	625
MND1	17
MNDA	39
MNS1	298
MNT	626
MNX1	210
MOAP1	484
MOB2	328
MOB1B	1454
MOB1A	1355
MOB3A	995
MOB3B	187
MOB3C	310
MOB4	1190
MOBP	335
MOCOS	351
MOCS1	660
MOCS2	542
MOCS3	292
MOGAT1	1
MOGAT2	164
MOGAT3	16
MOGS	1217
MOG	197
MON1A	131
MON1B	422
MON2	7485
MORC1	3
MORC2	1756
MORC3	2515
MORC4	18047
MORF4L1	6368
MORF4L2	6344
MORN1	412
MORN2	133
MORN3	16
MORN4	263
MORN5	5
MARC1	288
MARC2	717
MOSPD1	247
MOSPD2	363
MOSPD3	88
MOS	0
MOV10L1	17
MOV10	959
MOXD1	54
MPDU1	582
MPDZ	2800
MPEG1	229
MPG	804
MPHOSPH10	811
MPHOSPH6	1813
MPHOSPH8	2913
MPHOSPH9	857
MPI	432
MPL	424
MPND	162
MPO	1
MPP1	87
MPP2	22
MPP3	437
MPP4	450
MPP5	1820
MPP6	339
MPP7	919
MPPE1	1524
MPPED1	0
MPPED2	162
MPRIP	3418
MPST	916
MPV17L2	192
MPV17L	993
MPV17	664
MPZL1	5554
MPZL2	477
MPZL3	80
MPZ	9
MR1	444
MRAP2	39
MRAP	7
MRAS	397
MRC1	731
MRC2	381
MRE11A	882
MREG	1784
MRFAP1L1	928
MRFAP1	1867
MRGPRD	0
MRGPRE	0
MRGPRF	77
MRGPRG	0
MRGPRX1	0
MRGPRX2	0
MRGPRX3	27
MRGPRX4	0
MRI1	1582
MRM1	129
MRO	116
MRPL57	688
MRPL10	316
MRPL11	1408
MRPL12	219
MRPL13	301
MRPL14	149
MRPL15	376
MRPL16	149
MRPL17	366
MRPL18	417
MRPL19	3062
MRPL1	229
MRPL20	624
MRPL21	501
MRPL22	249
MRPL23	402
MRPL24	667
MRPL27	318
MRPL28	360
MRPL2	157
MRPL30	917
MRPL32	664
MRPL33	249
MRPL34	152
MRPL35	700
MRPL36	193
MRPL37	451
MRPL38	342
MRPL39	201
MRPL3	1384
MRPL40	182
MRPL41	398
MRPL42	738
MRPL43	345
MRPL44	425
MRPL45	409
MRPL46	363
MRPL47	274
MRPL48	264
MRPL49	773
MRPL4	246
MRPL50	433
MRPL51	461
MRPL52	345
MRPL53	113
MRPL54	184
MRPL55	347
MRPL9	478
MRPS10	1459
MRPS11	384
MRPS12	171
MRPS14	268
MRPS15	332
MRPS16	1630
MRPS17	123
MRPS18A	377
MRPS18B	820
MRPS18C	249
MRPS21	642
MRPS22	332
MRPS23	266
MRPS24	312
MRPS25	1044
MRPS26	455
MRPS27	1987
MRPS28	60
MRPS2	257
MRPS30	859
MRPS31	250
MRPS33	117
MRPS34	545
MRPS35	791
MRPS36	285
MRPS5	343
MRPS6	356
MRPS7	531
MRPS9	157
MRRF	686
MRS2	736
MRTO4	802
MRVI1	368
MS4A10	197
MS4A12	0
MS4A13	0
MS4A14	125
MS4A15	5
MS4A1	190
MS4A2	226
MS4A3	0
MS4A4A	140
MS4A5	0
MS4A6A	227
MS4A6E	1
MS4A7	1129
MS4A8	2
MSC	135
MSGN1	0
MSH2	1277
MSH3	1603
MSH4	122
MSH5	1398
MSH6	1628
MSI1	19
MSI2	1656
MSL1	2880
MSL2	1770
MSL3P1	7
MSL3	659
MSLN	5
MSMB	3
MSMP	144
MSN	2301
MSR1	297
MSRA	262
MSRB2	407
MSRB3	694
MST1R	512
MST1	225
STK26	245
MSTN	31
MSTO1	1205
MSX1	493
MSX2	205
MT1A	123
MT1B	26
MT1E	168
MT1F	33
MT1G	89
MT1H	0
MT1L	5
MT1M	325
MT1X	1896
MT2A	1052
MT3	1
MT4	0
MTA1	792
MTA2	1088
MTA3	973
MTAP	1378
MTBP	389
MTCH1	2187
MTCH2	473
CMC4	89
MTCP1	56
MTDH	4318
MTERF3	358
MTERF4	340
MTERF2	601
MTERF1	514
MTF1	1057
MTF2	1343
MTFMT	716
MTFR1	616
MTG1	430
MTHFD1L	720
MTHFD1	1088
MTHFD2L	619
MTHFD2	3033
MTHFR	2677
MTHFSD	202
MTHFS	247
MTIF2	820
MTIF3	480
MTL5	1339
MTM1	647
MTMR10	1368
MTMR11	201
MTMR12	4524
MTMR14	401
FAN1	1474
MTMR1	826
MTMR2	422
MTMR3	2756
MTMR4	1841
MTMR6	1634
MTMR7	164
MTMR8	17
MTMR9	1586
MTNR1A	1
MTNR1B	0
MTO1	683
MTOR	2823
MTFP1	251
MTPAP	1540
MTRF1L	1148
MTRF1	533
MTRR	1434
MTR	5226
MTSS1L	531
MTSS1	2106
MTTP	1
MTUS1	6925
MTUS2	107
MTX1	265
MTX2	588
MTX3	1962
MUC12	1
MUC13	1
MUC15	128
MUC16	46
MUC17	0
MUC1	19821
MUC20	866
MUC21	24
MUC4	72
MUC5B	8631
MUC6	595
MUC7	0
MUCL1	31241
AP5M1	1016
MUL1	488
MUM1L1	60
MUM1	1234
MURC	66
MUS81	335
MUSK	19
MUSTN1	49
BLOC1S5	489
MUTYH	206
MUT	772
MVD	178
MVK	175
MVP	3606
MX1	449
MX2	747
MXD1	718
MXD3	209
MXD4	746
MXI1	641
MXRA5	1767
MXRA7	1718
MXRA8	676
MYADML2	2
MYADML	4
MYADM	1375
MYBBP1A	919
MYBL1	338
MYBL2	91
MYBPC1	220
MYBPC2	5
MYBPC3	9
MYBPHL	2
MYBPH	2
MYB	2728
MYCBP2	9814
MYCBPAP	182
MYCBP	1047
MYCL	291
MYCNOS	5
MYCN	133
MYCT1	243
MYC	595
MYD88	992
MYEF2	1244
MYEOV2	263
MYEOV	541
MYF5	0
MYF6	0
MYH10	3319
MYH11	2980
MYH13	5
MYH14	793
MYH15	10
MYH1	3
MYH2	2
MYH3	91
MYH4	6
MYH6	0
MYH7B	231
MYH7	0
MYH8	1
MYH9	17723
MYL10	80
MYL12A	2088
MYL12B	3874
MYL1	0
MYL2	0
MYL3	1
MYL4	3
MYL5	96
MYL6B	254
MYL6	4873
MYL7	0
MYL9	392
MYLIP	1612
MYLK2	3
MYLK3	889
MYLK4	106
MYLK	1311
MYLPF	5
MYNN	875
MYO10	5741
MYO15A	149
MYO16	91
MYO18A	1976
MYO18B	21
MYO19	1172
MYO1A	2
MYO1B	3017
MYO1C	5950
MYO1D	2865
MYO1E	1210
MYO1F	228
MYO1G	331
MYO1H	4
MYO3A	20
MYO3B	273
MYO5A	2292
MYO5B	6424
MYO5C	5281
MYO6	15518
MYO7A	107
MYO7B	1
MYO9A	3768
MYO9B	3169
MYOCD	64
MYOC	6
MYOD1	0
MYOF	3855
MYOG	0
MYOM1	106
MYOM2	12
MYOM3	268
MYOT	2
MYOZ1	14
MYOZ2	18
MYOZ3	95
MYPN	169
MYPOP	85
MYRIP	253
MYSM1	2309
KAT8	657
KAT7	1564
KAT6A	5551
KAT6B	2511
MYT1L	3
MYT1	4
MZF1	548
N4BP1	923
N4BP2L1	583
N4BP2L2	8497
N4BP2	1256
N4BP3	268
N6AMT1	817
N6AMT2	101
NAA10	422
NAA11	0
NAA15	2190
NAA16	1194
NAA20	532
NAA25	1458
NAA30	794
NAA35	1070
LSM8	479
NAA40	322
NAA50	2102
NAAA	719
NAALAD2	81
NAALADL1	48
NAALADL2	1940
NAB1	2104
NAB2	230
NACA2	0
NACAD	16
NACA	5787
NACC1	1410
NACC2	325
NADK	1546
NADSYN1	722
NAE1	462
NAF1	370
NAGA	575
NAGK	780
NAGLU	402
NAGPA	266
NAGS	40
NAIF1	500
NAIP	28489
NALCN	422
NAMPT	27995
NANOG	497
NANOS1	393
NANOS2	0
NANOS3	1
NANP	231
NANS	1305
NAP1L1	6250
NAP1L2	90
NAP1L3	22
NAP1L4	3435
NAP1L5	141
NAPA	1146
NAPB	419
NAPEPLD	1102
NAPG	2336
NAPRT	204
NAPSA	8
NAPSB	43
NARFL	612
NARF	945
ICE2	2975
NARS2	629
NARS	2545
NASP	2181
NAT10	1393
NAT14	132
NAA60	719
NAT1	1188
NAT2	24
NAT6	62
NAT8B	35
NAT8L	14
NAT8	46
NAT9	508
NAV1	1770
NAV2	2784
NAV3	179
NBAS	4099
NBEAL1	2812
NBEAL2	2499
NBEA	4463
NBL1	2035
NBN	1966
NBPF10	13446
NBPF14	3191
NBPF15	10598
NBPF3	592
NBPF4	2
NBPF6	14
NBPF9	7094
NBR1	4733
NBR2	649
NCALD	151
NCAM1	145
NCAM2	142
NCAN	1
NCAPD2	1063
NCAPD3	576
NCAPG2	590
NCAPG	243
NCAPH2	537
NCAPH	68
NCBP1	2035
NCBP2	1210
NCCRP1	67
NCDN	722
NCEH1	1213
NCF1B	0
NCF1C	50
NCF1	83
NCF2	88
NCF4	55
NCK1	627
NCK2	380
NCKAP1L	348
NCKAP1	6690
NCKAP5L	200
NCKAP5	2187
NCKIPSD	511
NCLN	803
NCL	4839
NCOA1	4185
NCOA2	3003
NCOA3	2983
NCOA4	2261
NCOA5	1129
NCOA6	1759
NCOA7	4334
NCOR1	6124
NCOR2	2247
NCR1	3
NCR2	0
NCR3	1
LINC00028	0
LINC00032	39
LINC00051	26
LINC00052	0
BBIP1	194
SPACA6	67
LINC00092	172
LINC00094	782
FBXL19-AS1	752
KCNIP4-IT1	142
LINC00112	0
LINC00113	44
LINC00114	55
LINC00115	114
NPHP3-AS1	20
LINC00158	6
LINC00160	39
LINC00161	16
LINC00162	0
ANKRD30BL	2
ZNRD1-AS1	312
LINC00173	6
LINC00174	335
COL18A1-AS1	24
A1BG-AS1	182
FTX	1806
JPX	1419
LRRC75A-AS1	1905
LINC00189	52
LINC00200	0
LINC00202-1	144
ITPK1-AS1	140
FAM223A	17
NCS1	265
NCSTN	1946
NDC80	82
NDE1	1736
NDEL1	1234
NDFIP1	3346
NDFIP2	821
NSMCE3	329
NDN	138
NDOR1	458
NDP	7
NDRG1	2521
NDRG2	1137
NDRG3	539
NDRG4	106
NDST1	5965
NDST2	682
NDST3	323
NDST4	55
NDUFA10	1579
NDUFA11	565
NDUFA12	174
NDUFA13	802
NDUFA1	340
NDUFA2	344
NDUFA3	167
NDUFA4L2	25
NDUFA4	408
NDUFA5	1145
NDUFA6	360
NDUFA7	142
NDUFA8	281
NDUFA9	835
NDUFAB1	291
NDUFAF1	289
NDUFAF2	270
NDUFAF3	401
NDUFAF4	125
NDUFB10	476
NDUFB11	463
NDUFB1	176
NDUFB2	448
NDUFB3	265
NDUFB4	469
NDUFB5	394
NDUFB6	214
NDUFB7	423
NDUFB8	480
NDUFB9	528
NDUFC1	176
NDUFC2	5690
NDUFS1	2161
NDUFS2	2184
NDUFS3	336
NDUFS4	366
NDUFS5	591
NDUFS6	420
NDUFS7	315
NDUFS8	218
NDUFV1	5663
NDUFV2	1152
NDUFV3	807
NEAT1	337047
NEBL	1084
NEB	641
NECAB1	586
NECAB2	0
NECAB3	419
NECAP1	759
NECAP2	801
NEDD1	824
NEDD4L	2902
NEDD4	1814
NEDD8	1132
NEDD9	1267
NEFH	9
NEFL	3
NEFM	4
NEGR1	414
NEIL1	514
NEIL2	754
NEIL3	171
NEK10	132
NEK11	890
NEK1	1141
NEK2	529
NEK3	434
NEK4	1404
NEK5	444
NEK6	2646
NEK7	3614
NEK8	397
NEK9	3304
NSMF	323
NELL1	0
NELL2	59
NENF	909
NEO1	1822
NES	414
NET1	2052
NETO1	5
NETO2	55
NEU1	529
NEU2	0
NEU3	476
NEU4	29
NEURL1B	829
NEURL2	27
NEURL3	23
NEURL4	621
NEURL1	7
NEUROD1	488
NEUROD2	729
NEUROD4	2
NEUROD6	1
NEUROG1	0
NEUROG2	4
NEUROG3	2
NEXN	153
NF1P9	0
NF1	6905
NF2	1464
NFAM1	240
NFASC	207
NFAT5	4219
NFATC1	296
NFATC2IP	1935
NFATC2	118
NFATC3	1153
NFATC4	1109
NFE2L1	4034
NFE2L2	3181
NFE2L3	942
NFE2	18
NFIA	6884
NFIB	5808
NFIC	1508
NFIL3	2275
NFIX	964
NFKB1	2316
NFKB2	584
NFKBIA	2346
NFKBIB	464
NFKBID	103
NFKBIE	254
NFKBIL1	194
TONSL	333
NFKBIZ	6058
NFRKB	539
NFS1	704
NFU1	171
NFX1	2019
NFXL1	756
NFYA	2530
NFYB	1183
NFYC	888
NGB	1
NGDN	382
NGEF	100
NGFRAP1	371
NGFR	2367
NGF	4
NGLY1	1172
NGRN	2072
SLC9B1	223
SLC9B2	190
NHEJ1	166
NHLH1	7
NHLH2	0
NHLRC1	127
NHLRC2	654
NHLRC3	1622
NHLRC4	15
SNU13	781
NHP2	1129
NHSL1	766
NHSL2	167
NHS	344
NICN1	585
NID1	2085
NID2	697
NIF3L1	331
NINJ1	1244
NINJ2	7
NINL	254
NIN	3101
NIP7	394
NIPA1	848
NIPA2	880
NIPAL1	145
NIPAL2	557
NIPAL3	1047
NIPAL4	14
NIPBL	9261
NIPSNAP1	566
NIPSNAP3A	444
NIPSNAP3B	357
NISCH	1547
NIT1	980
NIT2	839
NKAIN1	2
NKAIN2	8
NKAIN4	0
NKAPL	2
NKAP	578
NKD1	43
NKD2	141
NKG7	36
NKIRAS1	318
NKIRAS2	415
NKPD1	65
NKRF	333
NKTR	12712
NKX1-2	0
NKX2-1	0
NKX2-2	0
NKX2-3	0
NKX2-4	0
NKX2-5	0
NKX2-6	0
NKX2-8	0
NKX3-1	1041
NKX3-2	3
NKX6-1	11
NKX6-2	1
NKX6-3	0
NLE1	237
NLGN1	297
NLGN2	388
NLGN3	40
NLGN4X	276
NLGN4Y	68
NLK	920
NLN	1564
NLRC3	585
NLRC4	48
NLRC5	621
NLRP10	0
NLRP11	144
NLRP12	434
NLRP13	36
NLRP14	3
NLRP1	243
NLRP2	33
NLRP3	97
NLRP4	0
NLRP5	92
NLRP6	5
NLRP7	0
NLRP8	115
NLRP9	10
NLRX1	60
NMBR	0
NMB	16
NMD3	1810
NME1-NME2	8
NME1	386
NME2	2508
NME3	426
NME4	947
NME5	90
NME6	664
NME7	3238
NMI	351
NMNAT1	1137
NMNAT2	158
NMNAT3	115
NMRAL1	439
NMS	0
NMT1	1721
NMT2	1042
NMUR1	189
NMUR2	2
NMU	6
NNAT	65
NNMT	2969
NNT	493
NOB1	313
NOBOX	0
NOC2L	1444
NOC3L	997
NOC4L	143
NOD1	766
NOD2	90
NODAL	20
NOG	24
NOL10	753
NOL11	1171
NOL12	331
NOL3	333
NOL4	14
NOL6	1115
NOL7	455
NOL8	2075
NOL9	599
NOLC1	1290
NOM1	1016
NOMO1	8099
NOMO2	7559
NOMO3	1654
NONO	4750
NOP10	213
NOP14	1223
NOP16	163
NOP2	490
NOP56	1458
NOP58	1405
NOS1AP	1325
NOS1	56
NOS2	5
NOS3	274
NOSIP	420
NOSTRIN	1515
NOTCH1	1380
NOTCH2NL	17979
NOTCH2	9641
NOTCH3	4438
NOTCH4	661
NOTO	0
NOTUM	1
NOVA1	242
NOVA2	13
NOV	59
NOX1	6
NOX3	0
NOX4	1248
NOX5	160
NOXA1	392
NOXO1	39
NPAS1	6
NPAS2	1052
NPAS3	108
NPAS4	2
NPAT	1406
NPBWR1	0
NPBWR2	0
NPB	10
NPC1L1	19
NPC1	1194
NPC2	630
NPDC1	1114
NPEPL1	545
NPEPPS	3679
NPFFR1	1
NPFFR2	63
NPFF	36
NPHP1	89
NPHP3	2062
NPHP4	458
NPHS1	101
NPHS2	0
NPIPB4	4550
NPIPA1	3206
NPLOC4	3305
NPL	105
NPM1	19392
NPM2	7
NPM3	44
NPNT	898
NPPA	6
NPPB	0
NPPC	0
NPR1	234
NPR2	219
NPR3	64
NPRL2	175
NPRL3	678
NPSR1	0
NPS	0
NPTN	1440
NPTX1	16
NPTX2	6
NPTXR	801
NPVF	0
NPW	1
NPY1R	473
NPY2R	0
NPY5R	25
NPY6R	4
NPY	0
NQO1	1634
NQO2	355
NR0B1	0
NR0B2	0
NR1D1	190
NR1D2	1302
NR1H2	922
NR1H3	203
NR1H4	32
NR1I2	10
NR1I3	36
NR2C1	558
NR2C2AP	195
NR2C2	3228
NR2E1	23
NR2E3	34
NR2F1	284
NR2F2	1734
NR2F6	929
NR3C1	1248
NR3C2	784
NR4A1	1078
NR4A2	963
NR4A3	336
NR5A1	0
NR5A2	239
NR6A1	55
NRAP	0
NRARP	197
NRAS	1158
NRBF2	593
NRBP1	1447
NRBP2	789
NRCAM	111
NRDC	4948
NRF1	661
NRG1	50
NRG2	10
NRG3	96
NRG4	16
NRGN	8
NRIP1	7264
NRIP2	197
NRIP3	252
NRK	621
NRL	42
NRM	33
NRN1L	0
NRN1	70
NRP1	3756
NRP2	373
NRSN1	157
NRSN2	280
NRTN	2
NRXN1	68
NRXN2	41
NRXN3	63
NSA2	976
NSD1	6035
NSDHL	180
NSFL1C	747
NSF	4411
NSL1	1355
NSMAF	750
NSMCE1	334
NSMCE2	250
NSMCE4A	675
NSUN2	2460
NSUN3	260
NSUN4	727
NSUN5P2	1495
NSUN5	291
NSUN6	691
NSUN7	229
NT5C1A	0
NT5C1B	133
NT5C2	2234
NT5C3B	348
NT5C3A	254
NT5C	157
NT5DC1	1476
NT5DC2	99
NT5DC3	1128
NT5E	164
NT5M	109
NTAN1	307
NTF3	3
NTF4	9
NTHL1	75
NTM	50
NTN1	104
NTN3	15
NTN4	2745
NTN5	20
NTNG1	951
NTNG2	1
NTRK1	5
NTRK2	1226
NTRK3	45
NTSR1	0
NTSR2	0
NTS	6
NUAK1	396
NUAK2	486
NUB1	1650
NUBP1	235
NUBP2	383
NUBPL	569
NUCB1	1768
NUCB2	1385
NUCKS1	12087
NUDCD1	981
NUDCD2	213
NUDCD3	2164
NUDC	1140
NUDT10	20
NUDT11	10
NUDT12	682
NUDT13	140
NUDT14	239
NUDT15	681
NUDT16L1	482
NUDT16P1	72
NUDT16	554
NUDT17	186
NUDT18	165
NUDT19	1293
NUDT1	48
NUDT21	1440
NUDT22	230
NUDT2	322
NUDT3	612
NUDT4	4665
NUDT5	314
NUDT6	79
NUDT7	156
NUDT8	935
NUDT9	374
NUF2	203
NUFIP1	243
NUFIP2	9350
NUMA1	6109
NUMBL	345
NUMB	2008
NUP107	1179
NUP133	2411
NUP153	2423
NUP155	1790
NUP160	1253
NUP188	1623
NUP205	2795
NUP210L	60
NUP210	1463
NUP214	1848
NUP35	372
NUP37	182
NUP43	2054
NUP50	2826
NUP54	730
NUP62CL	85
NUP62	1030
NUP85	667
NUP88	1139
NUP93	407
NUP98	4687
NUP58	3307
NUPL2	679
NUPR1	1503
NUS1	3006
NUSAP1	389
NUTF2	405
NVL	1387
NWD1	461
NXF1	1253
NXF2B	2
NXF2	5
NXF3	42
NXF4	1
NXF5	15
