GENE	Sample1
FNBP1L	5601
FNBP1	2104
FNBP4	1731
FNDC1	18
FNDC3A	3927
FNDC3B	4434
FNDC4	42
FNDC5	37
FNDC7	6
FNDC8	13
FNIP1	3518
FNIP2	1349
FNTA	3061
FNTB	720
FOLH1	66
FOLR1	5
FOLR2	28
FOLR3	0
IZUMO1R	0
FOSB	44
FOSL1	33
FOSL2	8235
FOS	1248
FOXA1	4114
FOXA2	0
FOXA3	2
FOXB1	0
FOXB2	0
FOXC1	207
FOXC2	3
FOXD1	2
FOXD2	18
FOXD3	1
FOXD4L1	3
FOXD4L3	0
FOXD4L5	10
FOXD4L6	74
FOXD4	70
FOXE1	3
FOXE3	0
FOXF1	77
FOXF2	7010
FOXG1	18
FOXH1	12
FOXI1	1
FOXI2	5
FOXI3	4
FOXJ1	507
FOXJ2	877
FOXJ3	2640
FOXK1	1424
FOXK2	1839
FOXL1	16
FOXL2	0
FOXM1	287
FOXN1	1
FOXN2	459
FOXN3	2361
FOXN4	9
FOXO1	1421
FOXO3	10299
FOXO4	259
FOXP1	6696
FOXP2	133
FOXP3	9
FOXP4	1164
FOXQ1	0
FOXR1	0
FOXR2	0
FOXRED1	206
FOXRED2	440
FOXS1	13
FPGS	574
FPGT	877
FPR1	111
FPR2	22
FPR3	144
FRAS1	235
FRAT1	135
FRAT2	269
FREM1	6
FREM2	121
FRG1	924
FRG2B	0
FRG2C	31
FRG2	75
FRK	596
FRMD1	2
FRMD3	100
FRMD4A	1196
FRMD4B	1468
FRMD5	15
FRMD6	2080
FRMD7	4
FRMD8	624
FRMPD1	4
FRMPD2	15
FRMPD4	1
FRRS1	356
FRS2	2289
FRS3	49
FRYL	7267
FRY	1223
FRZB	261
FSCB	1
FSCN1	204
FSCN2	75
FSCN3	5
FSD1L	239
FSD1	58
FSD2	40
FSHB	0
FSHR	3
FSIP1	232
FSTL1	6092
FSTL3	874
FSTL4	72
FSTL5	3
FST	60
FTCD	20
FTH1	55577
FTHL17	0
FTLP10	213
FTL	11525
FTMT	0
FTO	1083
FTSJ1	405
FTSJ2	215
FTSJ3	671
CMTR2	1006
CMTR1	989
FUBP1	2219
FUBP3	1221
FUCA1	522
FUCA2	454
FUK	185
FUNDC1	190
FUNDC2	1213
FURIN	1837
FUS	1993
FUT10	409
FUT11	597
FUT1	229
FUT2	797
FUT3	39
FUT4	450
FUT5	30
FUT6	82
FUT7	5
FUT8	3291
FUT9	162
FUZ	83
TIMM10B	1197
FXN	663
FXR1	2654
FXR2	683
FXYD1	79
FXYD2	102
FXYD3	2107
FXYD4	0
FXYD5	291
FXYD6	159
FXYD7	2
FYB	496
FYCO1	4480
FYN	416
FYTTD1	1818
FZD10	102
FZD1	2345
FZD2	26
FZD3	745
FZD4	2105
FZD5	270
FZD6	924
FZD7	450
FZD8	260
FZD9	1
FZR1	712
G0S2	412
G2E3	1029
G3BP1	5246
G3BP2	3591
G6PC2	24
G6PC3	988
G6PC	105
G6PD	434
GAA	1219
GAB1	2170
GAB2	4653
GAB3	127
GAB4	0
GABARAPL1	934
GABARAPL2	428
GABARAP	1384
GABBR1	1066
GABBR2	29
GABPA	2271
GABPB2	784
GABRA1	0
GABRA2	23
GABRA3	17
GABRA4	24
GABRA5	338
GABRA6	0
GABRB1	5
GABRB2	22
GABRB3	36
GABRD	8
GABRE	147
GABRG1	4
GABRG2	1
GABRG3	13
GABRP	6
GABRQ	0
GABRR1	5
GABRR2	30
GABRR3	0
GAD1	24
GAD2	0
GADD45A	947
GADD45B	1945
GADD45GIP1	318
GADD45G	844
GADL1	24
GAGE12D	0
GAGE1	7
GAGE12J	0
GAGE2A	0
GAGE13	0
GAGE12F	0
GAK	1637
GAL3ST1	31
GAL3ST2	41
GAL3ST3	0
GAL3ST4	107
GALC	701
GALE	731
GALK1	153
GALK2	868
GALM	504
GALNS	135
GALNT10	4701
GALNT11	1805
GALNT12	126
GALNT13	168
GALNT14	34
GALNT1	2927
GALNT2	2496
GALNT3	4904
GALNT4	1719
GALNT5	68
GALNT6	10858
GALNT7	7772
GALNT8	137
GALNT9	3
GALNT16	1127
GALNT15	1578
GALNT18	397
GALNTL5	0
GALNTL6	33
GALP	0
GALR1	0
GALR2	0
GALR3	5
GALT	72
GAL	6
GAMT	211
GANAB	3041
GANC	1303
GAN	413
GAP43	1
GAPDHS	22
GAPDH	16805
GAPT	61
GAPVD1	3351
GAR1	134
GARNL3	518
GARS	719
GART	1687
GAS1	308
GAS2L1	333
GAS2L2	17
GAS2L3	381
GAS2	57
GAS5	3261
GAS6	1099
GAS7	1301
GAS8	454
GAST	0
GATA1	0
GATA2	156
GATA3	1716
GATA4	2
GATA5	0
GATA6	600
GATAD1	2540
GATAD2A	1548
GATAD2B	2047
GATC	139
GATM	475
GATSL2	122
GATSL3	128
GATS	108
GBA2	1385
GBA3	0
GBAP1	90
GBAS	987
GBA	762
GBE1	663
GBF1	1853
GBGT1	146
GBP1	714
GBP2	3172
GBP3	1141
GBP4	2219
GBP5	340
GBP6	310
GBP7	3
GBX1	0
GBX2	1
GCAT	170
GCA	570
GCC1	770
GCC2	4411
GCDH	239
GCSAM	226
PAXBP1	2687
GCGR	3
GCG	1
GCH1	486
GCHFR	100
GCKR	3
GCK	2
GCLC	940
GCLM	597
GCM1	173
GCM2	6
GCN1	3540
GCNT1	3052
GCNT2	1319
GCNT3	21
GCNT4	76
GCNT7	87
GCOM1	85
GCSH	487
GC	0
GDAP1L1	50
GDAP1	131
GDAP2	2546
GDA	146
GDE1	3172
PCAT4	1
GDF10	1
GDF11	116
GDF15	188
CERS1	18
GDF2	0
GDF3	1
GDF5	38
GDF6	50
GDF7	1
GDF9	27
GDI1	834
GDI2	3655
GDNF	10
GDPD1	273
GDPD2	48
GDPD3	19
GDPD4	58
GDPD5	295
ARHGEF25	138
GEMIN4	449
GEMIN5	1404
GEMIN6	100
GEMIN7	162
GEMIN8	1028
GEM	575
GEN1	831
GET4	310
GFAP	55
GFER	488
GFI1B	1
GFI1	23
GFM1	1633
GFM2	1253
GFOD1	122
GFOD2	1792
GFPT1	13820
GFPT2	638
GFRA1	1931
GFRA2	3
GFRA3	0
GFRA4	0
GFRAL	47
GGA1	867
GGA2	2133
GGA3	653
GGCT	657
GGCX	707
GGH	38
GGNBP1	0
GGNBP2	1562
GGN	13
GGPS1	1844
GGT1	852
GGT5	1035
GGT6	461
GGT7	252
GGTA1P	48
GGTLC1	0
GGTLC2	50
GH1	1
GH2	0
GHDC	422
GHITM	1070
GHRHR	0
GHRH	0
GHRLOS	108
GHRL	39
GHR	786
GHSR	0
GIF	0
GIGYF1	1572
GIGYF2	3837
GIMAP1	74
GIMAP2	200
GIMAP4	284
GIMAP5	386
GIMAP6	473
GIMAP7	159
GIMAP8	484
GIN1	308
GINS1	460
GINS2	46
GINS3	86
GINS4	374
GIPC1	903
GIPC2	49
GIPC3	34
GIPR	15
GIP	0
GIT1	728
GIT2	1264
SLX1B	978
GJA10	0
GJA1	1654
GJA3	2
GJA4	108
GJA5	119
GJA8	0
GJA9	86
GJB1	11
GJB2	27
GJB3	13
GJB4	0
GJB5	29
GJB6	2
GJB7	33
GJC1	774
GJC2	21
GJC3	21
GJD2	0
GJD3	29
GJD4	28
GK2	0
GK5	4549
GKAP1	544
GKN1	0
GKN2	1
GK	1857
GLA	539
GLB1L2	1321
GLB1L3	325
GLB1L	460
GLB1	656
GLCCI1	493
GLCE	2216
GLDC	1
GLDN	108
GLE1	868
GLG1	2706
GLI1	6
GLI2	109
GLI3	2667
GLI4	40
GLIPR1L1	31
GLIPR1L2	834
GLIPR1	219
GLIPR2	172
GLIS1	5
GLIS2	251
GLIS3	703
GLMN	204
GLO1	957
GLOD4	670
GLOD5	401
GLP1R	11
GLP2R	0
GLRA1	3
GLRA2	11
GLRA3	2
GLRA4	2
GLRB	67
GLRX2	116
GLRX3	803
GLRX5	223
GLRX	211
GLS2	393
GLS	4636
GLT1D1	11
COLGALT1	1169
COLGALT2	81
GLT6D1	0
GLT8D1	762
GLT8D2	87
CPTP	260
GLTPD2	0
GLTP	1334
GLTSCR1	192
GLTSCR2	4222
GLUD1	3258
GLUD2	63
GLUL	47345
GLYATL1	146
GLYATL2	382
GLYATL3	0
GLYAT	27
GLYCAM1	0
GLYCTK	115
GLYR1	2719
GM2A	1227
GMCL1	566
GMDS	1377
GMEB1	239
GMEB2	398
GMFB	1624
GMFG	248
GMIP	251
GML	1
GMNN	73
GMPPA	701
GMPPB	430
GMPR2	670
GMPR	16
GMPS	1331
GNA11	562
GNA12	731
GNA13	2127
GNA14	202
GNA15	70
GNAI1	374
GNAI2	1781
GNAI3	1945
GNAL	932
GNAO1	45
GNAQ	4636
GNAS-AS1	14
GNAS	6944
GNAT1	77
GNAT2	36
GNAT3	7
GNAZ	76
GNB1L	46
GNB1	4871
GNB2L1	12475
GNB2	2538
GNB3	47
GNB4	2579
GNB5	678
GNE	3100
GNG10	1221
GNG11	218
GNG12	4905
GNG13	2
GNG2	144
GNG3	3
GNG4	507
GNG5	314
GNG7	355
GNG8	0
GNGT1	69
GNGT2	10
GNL1	486
GNL2	1149
GNL3L	2647
GNL3	2081
GNLY	30
GNMT	134
GNPAT	1755
GNPDA1	611
GNPDA2	639
GNPNAT1	1947
GNPTAB	2201
GNPTG	653
GNRH1	162
GNRH2	1
GNRHR2	1413
GNRHR	393
GNS	3978
GOLGA1	998
GOLGA2P5	1348
GOLGA2P2Y	0
GOLGA2	2848
GOLGA3	7363
GOLGA4	11096
GOLGA5	2088
GOLGA6A	13
GOLGA6B	0
GOLGA6C	7
GOLGA6D	210
GOLGA6L10	1997
GOLGA6L1	0
GOLGA6L6	13
GOLGA6L9	5103
GOLGA7B	11
GOLGA7	420
GOLGA8B	7986
GOLGA8CP	918
GOLGA8EP	157
GOLGA8G	324
GOLGA8IP	249
GOLGB1	15749
GOLIM4	1517
GOLM1	14529
GOLPH3L	2244
GOLPH3	5575
GOLT1A	81
GOLT1B	1006
GON4L	5287
GOPC	1525
GORAB	748
GORASP1	1467
GORASP2	1244
GOSR1	2859
GOSR2	1684
GOT1L1	0
GOT1	348
GOT2	751
GP1BA	25
GP2	1639
GP5	22
GP6	126
GP9	0
GPA33	0
GPAA1	885
GPAM	596
GPAT2	160
GPATCH1	590
GPATCH2	2314
GPATCH3	154
GPATCH4	721
GPATCH8	2006
GPBAR1	15
GPBP1L1	2472
GPBP1	5711
GPC1	1024
GPC2	59
GPC3	160
GPC4	875
GPC5	2
GPC6	305
GPCPD1	6862
GPD1L	2342
GPD1	187
GPD2	3418
GPER1	61
GPHA2	4
GPHB5	0
GPHN	576
GPIHBP1	36
GPI	4011
GPKOW	279
GPLD1	142
GPM6A	1432
GPM6B	255
GPN1	396
GPN2	245
GPN3	196
GPNMB	1057
GPR101	5
GPR107	4572
GPR108	668
HCAR2	67
HCAR3	48
ADGRF1	82
ADGRF2	10
ADGRG4	373
ADGRF3	27
ADGRG5	15
ADGRF4	2
ADGRF5	1934
GPR119	0
FFAR4	0
ADGRA1	3
ADGRA2	525
ADGRA3	1792
ADGRG6	231
ADGRG7	0
GPR12	110
GPR132	240
ADGRD1	78
GPR135	348
GPR137B	448
GPR137C	206
GPR137	174
GPR139	0
GPR141	3
GPR142	1
GPR143	34
GPR146	92
GPR148	0
GPR149	0
GPR150	0
GPR151	0
GPR152	25
GPR153	187
GPR155	1366
GPR156	17
GPR157	432
GPR158	11
GPR15	2
GPR160	1034
GPR161	158
GPR162	93
GPR171	118
SLC52A2	475
SLC52A1	352
GPR173	85
GPR174	47
GPR176	160
GPR179	30
GPR17	8
GPR180	487
GPR182	12
GPR183	312
GPR18	244
GPR19	14
GPR1	70
GPR20	1
RABGAP1	2935
GPR22	383
GPR25	1
GPR26	19
GPR27	25
GPR31	0
GPR32	0
GPR34	199
GPR35	89
GPR37L1	49
GPR37	182
GPR39	113
GPR3	8
PTGDR2	5
GPR45	0
GPR4	168
GPR50	0
GPR52	102
GPR55	8
ADGRG1	928
GPR61	3
GPR62	7
GPR63	118
ADGRG2	190
GPR65	89
GPR68	74
GPR6	0
GPR75	140
C5AR2	122
GPR78	0
HCAR1	1277
GPR82	270
GPR83	136
GPR84	15
GPR85	419
GPR87	49
GPR88	8
GPR89A	4345
GPR89B	1301
ADGRG3	15
ADGRV1	12605
GPRASP1	753
GPRASP2	349
GPRC5A	12382
GPRC5B	399
GPRC5C	1105
GPRC5D	73
GPRC6A	0
GPRIN1	319
GPRIN2	106
GPRIN3	313
GPS1	745
GPS2	321
GPSM1	311
GPSM2	1152
GPSM3	117
GPT2	263
GPT	53
GPX1	751
GPX2	150
GPX3	9966
GPX4	2141
GPX5	0
GPX6	6
GPX7	32
GPX8	1598
GRAMD1A	1331
GRAMD1B	15
GRAMD1C	365
GRAMD2	32
GRAMD3	650
GRAMD4	798
GRAP2	57
GRAPL	30
GRAP	129
GRASP	162
GRB10	2077
GRB14	104
GRB2	2569
GRB7	534
GREB1L	1200
GREB1	1423
GREM1	729
GREM2	129
GRHL1	2395
GRHL2	3989
GRHL3	21
GRHPR	693
GRIA1	25
GRIA2	27
GRIA3	56
GRIA4	74
GRID1	79
GRID2IP	33
GRID2	39
GRIK1	111
GRIK2	121
GRIK3	120
GRIK4	11
GRIK5	35
GRIN1	240
GRIN2A	20
GRIN2B	67
GRIN2C	36
GRIN2D	11
GRIN3A	60
GRIN3B	6
GRINA	1563
POLR2M	2007
GRIP1	2569
GRIP2	4
GRIPAP1	1175
GRK4	291
GRK5	230
GRK6	644
GRK7	10
ARHGAP35	5857
GRM1	4
GRM2	9
GRM3	10
GRM4	8
GRM5	6
GRM6	190
GRM7	69
GRM8	23
GRN	1410
GRPEL1	348
GRPEL2	655
GRPR	6
GRP	0
FAM110D	66
GRSF1	2531
GRTP1	511
GRWD1	733
GRXCR1	0
GRXCR2	0
GSC2	0
GSC	61
GSDMA	222
GSDMB	274
GSDMC	526
GSDMD	770
GSG1L	13
GSG1	15
GSG2	122
GSK3A	673
GSK3B	2779
GSN	13319
GSPT1	6469
GSPT2	190
GSR	2101
GSS	459
GSTA1	0
GSTA2	0
GSTA3	44
GSTA4	1566
GSTA5	3
GSTCD	1164
GSTK1	1553
GSTM1	6188
GSTM2	173
GSTM3	1782
GSTM4	378
GSTM5	142
GSTO1	258
GSTO2	97
GSTP1	12747
GSTT1	255
GSTT2	101
GSTTP1	20
GSTZ1	294
GSX1	0
GSX2	0
GTDC1	290
GTF2A1L	28
GTF2A1	496
GTF2A2	237
GTF2B	258
GTF2E1	398
GTF2E2	491
GTF2F1	987
GTF2F2	358
GTF2H1	988
GTF2H2C	17679
GTF2H2	3408
GTF2H3	254
GTF2H4	154
GTF2H5	755
GTF2IP1	12606
GTF2IRD1	896
GTF2IRD2B	4495
GTF2IRD2	1821
GTF2I	7129
GTF3A	1066
GTF3C1	3367
GTF3C2	996
GTF3C3	1029
GTF3C4	1107
GTF3C5	546
GTF3C6	285
GTPBP10	936
GTPBP1	1591
GTPBP2	706
GTPBP3	535
GTPBP4	938
MTG2	895
GTPBP8	350
GTSE1	276
GTSF1L	1
GTSF1	0
GUCA1A	0
GUCA1B	286
GUCA1C	0
GUCA2A	0
GUCA2B	0
GUCY1A2	247
GUCY1A3	15795
GUCY1B2	41
GUCY1B3	585
GUCY2C	81
GUCY2D	15
GUCY2F	0
GUF1	1012
GUK1	3042
GULP1	297
GUSBP2	2544
LINC00680	5520
GUSB	933
GVINP1	885
GXYLT1	1715
GXYLT2	128
GYG1	510
GYG2	398
GYLTL1B	53
GYPA	34
GYPB	13
GYPC	432
GYPE	76
GYS1	600
GYS2	7
GZF1	472
GZMA	68
GZMB	19
GZMH	19
GZMK	11
GZMM	6
H19	1209
H1F0	1869
H1FNT	0
H1FOO	0
H1FX	844
H2AFB1	11
H2AFJ	629
H2AFV	4427
H2AFX	191
H2AFY2	234
H2AFY	2326
H2AFZ	1019
H2BFM	10
H2BFWT	0
H3F3A	24081
H3F3B	7030
H3F3C	0
H6PD	3236
HAAO	22
HABP2	1
HABP4	194
HACE1	1180
HACL1	502
HADHA	2752
HADHB	1630
HADH	856
HAGHL	157
HAGH	566
HAL	9
HAMP	0
HAND1	0
HAND2	17
HAO1	0
HAO2	3
HAP1	5
HAPLN1	1
HAPLN2	7
HAPLN3	214
HAPLN4	1
HAR1B	6
HARBI1	62
HARS2	1091
HARS	1387
HAS1	18
HAS2	337
HAS3	45
HAT1	1117
HAUS1	199
HAUS2	1075
HAUS3	2093
HAUS4	587
HAUS5	255
HAUS6	1344
HAUS7	179
HAUS8	94
HAVCR1	26
HAVCR2	523
HAX1	1474
HBA1	164
HBA2	146
HBB	496
HBD	5
HBE1	2
HBEGF	157
HBG1	1
HBG2	123
SNORD115-27	0
SNORD115-28	0
HBM	0
HBP1	3055
HBQ1	1
HBS1L	1956
LAMTOR5	289
HBZ	1
HCCS	162
HCFC1R1	146
HCFC1	2280
HCFC2	698
HCG22	518
HCG27	31
HCG9	14
HCK	185
HCLS1	357
HCN1	13
HCN2	22
HCN3	134
HCN4	6
HCP5	440
HCRTR1	2
HCRTR2	0
HCRT	0
HCST	13
HDAC10	267
HDAC11	321
HDAC1	752
HDAC2	1377
HDAC3	947
HDAC4	1290
HDAC5	722
HDAC6	1170
HDAC7	1298
HDAC8	563
HDAC9	1128
HDC	51
HDDC2	279
HDDC3	115
HDGFL1	0
HDGF	5181
PUDP	232
HDHD2	579
HDHD3	621
HDLBP	18997
HDX	306
HEATR1	3974
DNAAF5	375
HEATR3	789
HEATR4	219
HEATR5A	3731
HEATR5B	2241
HEATR6	617
MROH1	1891
MROH2B	21
HEBP1	319
HEBP2	621
HECA	1738
HECTD1	7611
HECTD2	1561
HECTD3	496
HECW1	6
HECW2	365
HEG1	1421
HELB	962
HELLS	353
HELQ	393
HELT	0
HELZ	4068
HEMGN	49
HEMK1	706
HEPACAM2	236
HEPACAM	762
HEPHL1	32
HEPH	110
HEPN1	0
HERC1	6165
HERC2	5688
HERC3	1101
HERC4	4784
HERC5	200
HERC6	243
HERPUD1	1321
HERPUD2	545
HES1	2240
HES2	312
HES3	0
HES4	168
HES5	1
HES6	149
HES7	5
ESRG	551
HESX1	25
HEXA	471
HEXB	1158
HEXDC	502
HEXIM1	1239
HEXIM2	43
HEY1	51
HEY2	18
HEYL	506
HFE2	5
HFE	344
HFM1	195
HGD	267
HGFAC	14
HGF	404
HGSNAT	2456
HGS	1106
HHATL	4
HHAT	1194
HHEX	62
HHIPL1	30
HHIPL2	110
HHIP	45
HHLA1	151
HHLA2	71
HHLA3	72
MFSD14A	1436
MFSD14B	2113
HIBADH	534
HIBCH	466
HIC1	255
HIC2	169
HIF1AN	1601
HIF1A	10281
HIF3A	553
HIGD1A	4467
HIGD1B	7
HIGD1C	18
HIGD2A	482
HINFP	382
HINT1	2087
HINT2	130
HINT3	1850
HIP1R	1360
HIP1	1625
HIPK1	4899
HIPK2	4052
HIPK3	8082
HIPK4	5
HIRA	641
HIRIP3	226
HIST1H1A	3
HIST1H1B	666
HIST1H1C	3009
HIST1H1D	127
HIST1H1E	4579
HIST1H1T	108
HIST1H2AA	0
HIST1H2AB	142
HIST1H2AC	5826
HIST1H2AD	1384
HIST1H2AE	558
HIST1H2AG	520
HIST1H2AH	558
HIST1H2AJ	787
HIST1H2AK	527
HIST1H2AL	152
HIST1H2AM	652
HIST1H2BA	0
HIST1H2BB	14
HIST1H2BC	6694
HIST1H2BD	5417
HIST1H2BE	126
HIST1H2BF	1113
HIST1H2BG	1794
HIST1H2BH	23
HIST1H2BI	53
HIST1H2BJ	795
HIST1H2BK	2310
HIST1H2BL	220
HIST1H2BM	34
HIST1H2BN	876
HIST1H2BO	731
HIST1H3A	46
HIST1H3B	415
HIST1H3C	53
HIST1H3D	1017
HIST1H3E	49
HIST1H3F	12
HIST1H3G	12
HIST1H3H	298
HIST1H3I	25
HIST1H3J	312
HIST1H4A	86
HIST1H4B	463
HIST1H4C	620
HIST1H4D	436
HIST1H4E	1134
HIST1H4F	25
HIST1H4G	0
HIST1H4H	328
HIST1H4I	24
HIST1H4J	0
HIST1H4K	835
HIST1H4L	15
HIST2H2AA3	8376
HIST2H2AB	398
HIST2H2AC	1746
HIST2H2BE	5042
HIST2H2BF	1303
HIST2H3C	1507
HIST2H3D	74
HIST2H4A	2596
HIST3H2A	97
HIST3H2BB	293
HIST3H3	12
HIST4H4	533
HIVEP1	3935
HIVEP2	2667
HIVEP3	677
HJURP	311
HK1	2827
HK2	5410
HK3	20
HKDC1	5
HKR1	1677
HLA-A	7494
HLA-B	7573
HLA-C	5645
HLA-DMA	268
HLA-DMB	281
HLA-DOA	523
HLA-DOB	14
HLA-DPA1	1509
HLA-DPB1	1018
HLA-DPB2	84
HLA-DQA1	490
HLA-DQA2	176
HLA-DQB1	272
HLA-DQB2	91
HLA-DRA	2648
HLA-DRB1	1102
HLA-DRB5	244
HLA-DRB6	120
HLA-E	6767
HLA-F	742
HLA-G	53
HLA-L	680
HLCS	1646
HLF	154
HLTF	1294
HLX	101
HM13	1953
HMBOX1	1298
HMBS	100
HMCN1	325
HMG20A	1733
HMG20B	2363
HMGA1	875
HMGA2	306
HMGB1	11038
HMGB2	995
HMGB3	3847
HMGB4	2
HMGCLL1	16
HMGCL	603
HMGCR	1318
HMGCS1	2888
HMGCS2	2357
HMGN1	8913
HMGN2	15251
HMGN3	672
HMGN4	765
HMGN5	42
HMGXB3	2941
HMGXB4	986
HMHA1	557
HMHB1	0
HMMR	221
HMOX1	146
HMOX2	659
HMSD	0
HMX1	28
HMX2	0
HMX3	1
HN1L	4369
HN1	523
HNF1A	200
HNF1B	0
HNF4A	0
HNF4G	28
HNMT	909
HNRNPA0	1805
HNRNPA1L2	321
HNRNPA1	24856
HNRNPA2B1	7534
HNRNPA3	15797
HNRNPAB	2081
HNRNPCL1	0
HNRNPC	10926
HNRNPD	2216
HNRNPF	1583
HNRNPH1	11507
HNRNPH2	2265
HNRNPH3	1653
HNRNPK	11763
HNRNPL	3664
HNRNPM	2788
HNRNPR	3132
HNRNPUL1	3332
HNRNPUL2	1755
HNRNPU	21153
HNRNPDL	3665
HNRNPLL	1112
HOMER1	755
HOMER2	948
HOMER3	459
HOMEZ	629
HOOK1	1712
HOOK2	1226
HOOK3	7702
HOPX	54
HORMAD1	13
HORMAD2	0
HOTAIR	603
HOXA10	64
HOXA11-AS	1
HOXA11	3
HOXA13	0
HOXA1	2
HOXA2	2
HOXA3	14
HOXA4	2
HOXA5	51
HOXA6	17
HOXA7	13
HOXA9	31
HOXB13	0
HOXB1	1
HOXB2	511
HOXB3	628
HOXB4	124
HOXB5	3
HOXB6	36
HOXB7	30
HOXB8	1
HOXB9	5
HOXC10	218
HOXC11	135
HOXC12	4
HOXC13	118
HOXC4	92
HOXC5	34
HOXC6	157
HOXC8	113
HOXC9	135
HOXD10	8
HOXD11	3
HOXD12	0
HOXD13	4
HOXD1	24
HOXD3	16
HOXD4	8
HOXD8	129
HOXD9	14
HP1BP3	9283
HPCAL1	618
HPCAL4	2
HPCA	1
HPDL	6
HPD	15
HPGDS	12
HPGD	26
HPN	658
HPRT1	245
HPR	16
HPS1	1096
HPS3	1106
HPS4	1338
HPS5	1540
HPS6	200
HPSE2	2
HPSE	15
HPVC1	0
HPX	588
HPYR1	0
HP	67
HRASLS2	20
HRASLS5	4
HRASLS	30
HRAS	313
HRCT1	6
HRC	34
HRG	0
HRH1	237
HRH2	110
HRH3	0
HRH4	254
HRK	0
RBFOX3	10
HRNR	462
HRSP12	100
HR	192
HS1BP3	346
HS2ST1	570
HS3ST1	29
HS3ST2	67
HS3ST3A1	66
HS3ST3B1	75
HS3ST4	0
HS3ST5	5
HS3ST6	0
HS6ST1	2114
HS6ST2	292
HS6ST3	364
HSBP1L1	201
HSBP1	684
HSCB	555
HSD11B1L	315
HSD11B1	64
HSD11B2	8
HSD17B10	383
HSD17B11	338
HSD17B12	822
HSD17B13	211
HSD17B14	19
HSD17B1	151
HSD17B2	18
HSD17B3	11
HSD17B4	6029
HSD17B6	16
HSD17B7P2	846
HSD17B7	1463
HSD17B8	95
HSD3B1	25
HSD3B2	323
HSD3B7	802
HSDL1	417
HSDL2	1140
HSF1	752
HSF2BP	24
HSF2	414
HSF4	481
HSF5	6
HSFX2	99
HSFY2	0
HSFY1P1	1
HSH2D	284
HSP90AA1	49386
HSP90AB1	21035
HSP90B1	9642
HSPA12A	300
HSPA12B	62
HSPA13	1051
HSPA14	722
HSPA1A	22058
HSPA1B	20821
HSPA1L	62
HSPA2	255
HSPA4L	529
HSPA4	2989
HSPA5	9711
HSPA6	208
HSPA8	18930
HSPA9	7165
HSPB11	422
HSPB1	2300
HSPB2	30
HSPB3	1
HSPB6	31
HSPB7	91
HSPB8	244
HSPB9	8
HSPBAP1	239
HSPBP1	232
LINC00339	187
LGALSL	357
HSPD1	11155
HSPE1	1987
HSPG2	6898
HSPH1	5400
HTATIP2	242
HTATSF1	910
HCCAT5	0
HTN1	0
HTN3	0
HTR1A	0
HTR1B	0
HTR1D	118
HTR1E	0
HTR1F	15
HTR2A	56
HTR2B	351
HTR2C	0
HTR3A	2
HTR3B	126
HTR3C	2
HTR3D	0
HTR3E	7
HTR4	7
HTR5A	0
HTR6	3
HTR7P1	163
HTR7	33
HTRA1	930
HTRA2	367
HTRA3	279
HTRA4	556
HTT	3374
HUNK	440
HUS1B	28
HUS1	648
HUWE1	11585
HVCN1	46
HYAL1	166
HYAL2	1195
HYAL3	73
HYAL4	72
HYDIN	707
HYI	142
HYLS1	239
HYOU1	2583
IAH1	368
IAPP	91
IARS2	4117
IARS	4873
IBSP	0
IBTK	3646
ICA1L	459
ICA1	1200
ICAM1	1243
ICAM2	137
ICAM3	293
ICAM4	91
ICAM5	8
ICK	2270
ICMT	2601
ICOSLG	285
ICOS	24
ICT1	193
ID1	206
ID2	2136
ID3	527
ID4	211
IDE	1464
IDH1	2093
IDH2	3905
IDH3A	817
IDH3B	567
IDH3G	329
IDI1	1202
IDI2	73
IDO1	17
IDO2	494
IDS	3737
IDUA	353
IER2	1713
IER3IP1	734
IER3	2173
IER5L	1711
IER5	520
IFFO1	162
IFFO2	202
IFI16	2887
IFI27L1	80
IFI27L2	26
IFI27	324
IFI30	401
IFI35	274
IFI44L	752
IFI44	377
IFI6	364
IFIH1	683
IFIT1B	9
IFIT1	169
IFIT2	160
IFIT3	482
IFIT5	414
IFITM1	3719
IFITM2	1226
IFITM3	4921
IFITM5	1
LMNTD1	97
IFNA10	0
IFNA13	0
IFNA14	0
IFNA16	2
IFNA17	0
IFNA1	0
IFNA21	1
IFNA2	0
IFNA4	0
IFNA5	1
IFNA6	0
IFNA7	0
IFNA8	0
IFNAR1	3262
IFNAR2	699
IFNB1	0
IFNE	0
IFNGR1	1503
IFNGR2	2191
IFNG	1
IFNK	28
IFNW1	2
IFRD1	1310
IFRD2	609
IFT122	1717
IFT140	1074
IFT172	1230
IFT20	312
IFT27	692
IFT46	321
IFT52	333
IFT57	563
IFT74	564
IFT80	1720
IFT81	892
IFT88	1089
IGBP1	717
IGDCC3	5
IGDCC4	38
IGF1R	2900
IGF1	935
IGF2-AS	4
IGF2BP1	0
IGF2BP2	212
IGF2BP3	335
IGF2R	4573
IGF2	1007
IGFALS	41
IGFBP1	2
IGFBP2	1085
IGFBP3	563
IGFBP4	7206
IGFBP5	43071
IGFBP6	62
IGFBP7	5066
IGFBPL1	1
IGFL1	0
IGFL2	0
IGFL3	9
IGFL4	16
IGFN1	8
IGHMBP2	1053
JCHAIN	35
IGLL1	0
IGLON5	18
IGSF10	84
IGSF11	144
IGSF1	254
IGSF21	174
IGSF22	65
IGSF3	4108
IGSF5	25
IGSF6	294
IGSF8	1136
IGSF9B	90
IGSF9	1175
